iso,country_name,Transport,Clean cooking,Cold storage,Television,Mobile telephone,Water access,Sanitation,Nutrition,Education,Housing,Cooling,Heating
LBR,Liberia,0.9633826852570108,0.997,0.923,0.78,0.374,0.6453319708574549,0.8120146499526958,0.3613803156259135,0.3967490195928571,0.7836778754974033,0.944144962138631,0
LBY,Libyan Arab Jamahiriya,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.2867560111447267,0.73674908254328,0.03118179184122901,0.08262814378645303,0.29851587263277135,0.5768263276238786,0.00390196986082876
LCA,Saint Lucia,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.35970410186284263,0.5098056211513223,0.0976032686398849,0.04002817500363676,0.08230667182482133,0.7608,0
LKA,Sri Lanka,0.9699524754744532,0.54,0.6038333333333333,0.3873333333333333,0.08066666666666666,0.19495080747564364,0.3354881315315633,0.07071274661025798,0.01285018919999998,0.4352555563308123,0.6334705805943921,0
LSO,Lesotho,0.9633826852570108,0.6379999999999999,0.78,0.7230000000000001,0.16299999999999992,0.688408545602685,0.8575918895395351,0.31763165704854457,0.23222251889999995,0.6321479877662368,0,0.661265166305844
LTU,Lithuania,0.5965458237565414,0,0,0,0,0.08842187645364008,0.097595672020376,0.00524044432181241,0,0,0,0.2403410332034057
LUX,Luxembourg,0.5637514787774341,0,0,0,0,0.00191782070382895,0.04545956457839395,0.00554339944591742,0,0,0,0.04697564870365586
LVA,Latvia,0.5965458237565414,0,0,0,0,0.05220319471108492,0.151433780791416,0.01356242479192543,0,0,0,0.23787112703027383
MAC,Macau,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.00357607843137008,0.47287738193018164,0.07978468037597858,0.06220680239999993,0.2701562158268677,0.5401475069518068,0.08638372093023255
MAR,Morocco,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.308929185591828,0.614294331968773,0.02855172602975575,0,0.17532917721990587,0.90632755052776,0.00661723133406902
MDA,"Moldova, Republic of",0.9042061727968338,0,0,0,0,0.27697001602000493,0.4802827585451006,0.15400231862440775,0.0909139252,0.20586265602613504,0.0844692555243486,0.04155472194900002
MDG,Madagascar,0.9633826852570108,0.993,0.965,0.829,0.6599999999999999,0.5663238515780007,0.7284199815510725,0.3560994449872503,0.30659858700000003,0.7147718706966182,0.386280850514111,0.2704574530190902
MDV,Maldives,0.9699524754744532,0.0209999999999999,0.02200000000000002,0.06200000000000005,0.01300000000000001,0.22495815168794264,0.3672374506131634,0.18233405924975168,0.05699180094153839,0.4512900133004449,0.390777449221075,0
MEX,Mexico,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.575364855055759,0.5445309515244061,0.04324983605908105,0,0.1267104445153134,0.341830498592567,0.02978601017565582
MKD,"Macedonia, the former Yugoslav Republic of",0.5965458237565414,0,0,0,0,0.16577599790296704,0.838430468059829,0.02769854260302173,0.1030893707,0,0.05496873828243,0.23572812186166997
MLI,Mali,0.9633826852570108,0.989,0.897,0.5740000000000001,0.112,0.6757311955599509,0.826646585672226,0.04059290056540735,0.4908612061,0.7571431563394193,0.98,0
MLT,Malta,0.5637514787774341,0,0,0,0,8.9208479492342e-9,0.07010574581895002,0.00415724342027998,0.00713378910000003,0,0.7210526315789474,0.04878105120565526
MMR,Myanmar,0.8506213119131738,0.771,0.84,0.42899999999999994,0.27,0.565246419061503,0.7272800023342127,0.11282709920510632,0.15220398320963852,0.469831953100336,0.854589487891668,0.15553488372093022
MNE,Montenegro,0.5965458237565414,0,0,0,0,0.07501048749987405,0.1305289047304492,0.00527766406139672,0.07421829220000006,0,0,0.23675650069742257
MNG,Mongolia,0.989443252806331,0.842,0.92,0.34299999999999997,0.128,0.7625710999229309,0.5098056211513223,0.15053001760445558,0.015531082149999981,0.38284139726090893,0.0848347642978711,0.4409458111812481
MOZ,Mozambique,0.9633826852570108,0.951,0.829,0.745,0.372,0.6483100414408662,0.8151656023505924,0.26238277402212296,0.5210636139,0.631645532416433,0.9579370944028952,0.00793518199567012
MRT,Mauritania,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.6333940456586836,0.7993837088861847,0.07387348309108513,0.3165692138999999,0.7365838920015018,0.949660965420272,0
MTQ,Martinique,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.33670946263034984,0.5341961101465127,0.06955347918419184,0.04002817500363676,0.24484853494388775,0.4372792730366615,0.00573286022963656
MUS,Mauritius,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.30695294003610885,0.4539921690539641,0.04787937821234065,0,0.6348379531661248,0.6348379531661248,0
MWI,Malawi,0.9633826852570108,0.982,0.949,0.892,0.494,0.5636202775465482,0.7255594606739822,0.14183296246043103,0.17179967608572952,0.6036523250579126,0.904924715863495,0.5435599667034037
MYS,Malaysia,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.06700187367743393,0.14127436580502806,0.02983978066846847,0,0.18780878808720064,0.18780878808720064,0
MYT,Mayotte,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.6217341241906738,0.7613476883185094,0.1665324996734929,0.29258463113342087,0.6252292035716849,0.6792617177825088,0.1492590482989908
"NAM",Namibia,0.9633826852570108,0.5609999999999999,0.5820000000000001,0.5640000000000001,0.115,0.5231002477738509,0.6826871776306194,0.11268123238000996,0.10871151590813496,0.42007150648776626,0.77289362368111,0.6586201056406206
NCL,New Caledonia,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.03673655091863903,0.47287738193018164,0.06665608347145958,0.02889847605467288,0.3103059704531108,0.5401475069518068,0.08638372093023255
NER,Niger,0.9633826852570108,0.991,0.967,0.885,0.5,0.6195072068691012,0.9096336444959808,0.13348068044602393,0.3101157379,0.6891223207618384,0.98,0.00330632583152921
NGA,Nigeria,0.9633826852570108,0.853,0.78,0.509,0.121,0.803313252301594,0.735780413295306,0.09355247955802638,0.29258463113342087,0.5910216941540577,0.9378198467636808,0
NIC,Nicaragua,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.485734210281514,0.5127054752078353,0.1627733006646867,0.04002817500363676,0.2783845071870712,0.778143108014041,0
NLD,Netherlands,0.5637514787774341,0,0,0,0,4.567639601440465e-4,0.02529622383236107,0.00841484778661131,0.012280424118750053,0,0,0.04646101495237939
NOR,Norway,0.5637514787774341,0,0,0,0,0.01478249336870107,0.2409416831656379,0.00314156047317339,1.0963439999997604e-4,0,0,0.04547256219915276
NPL,Nepal,0.9699524754744532,0.661,0.845,0.484,0.07200000000000006,0.731280907391525,0.6555363031153157,0.04765588364451356,0,0.4502879664115303,0.670579406284071,0.8837209302325579
NZL,New Zealand,0.4647866215703289,0,0,0,0,0.00786060606060301,0.12525055923166095,0.00746449613391023,0,0,0,0.03001847812386078
OMN,Oman,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.10131600317676204,0.3951600560073823,0.06094221058331794,0,0.2952510957951122,0.2952510957951122,0.00254627289470442
PAK,Pakistan,0.9699524754744532,0.496,0.44600000000000006,0.372,0.06099999999999994,0.642453674173631,0.8258686347581488,0.10709827765396836,0.2814478302000001,0.4537791085703603,0.901894842369379,0.699906976744186
PAN,Panama,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.33949507636303855,0.4884234290325512,0.06245199037254594,0,0.2494876021817263,0.24948760218172628,0
PER,Peru,0.6905073617646471,0.371,0.558,0.1970000000000001,0.1809999999999999,0.501770432438146,0.613702432809706,0.04930395145316216,0.00553863530000001,0.43128384972600087,0.165572489906582,0.03404656640121648
PHL,Philippines,0.8506213119131738,0.495,0.573,0.231,0.112,0.537635883230832,0.498655387961468,0.1298197181223348,0,0.418598187623444,0.7636542586890509,0
PNG,Papua New Guinea,0.8506213119131738,0.924,0.9,0.874,0.43700000000000006,0.5657857971340029,0.7278506921762814,0.1885660458918413,0.02889847605467288,0.35666689640113763,0.3680674825295995,0
POL,Poland,0.5965458237565414,0,0,0,0,0.01957409015814604,0.08017393080498292,0.00367505850755056,0.01011281395813966,0,0,0.2363169156366866
PRI,Puerto Rico,0.33055141449576125,0,0,0,0,0.06490024397042804,0.6745569564208089,3.304278248711904e-9,0,0,0.02545909149345604,0
PRK,"Korea, Democratic Peoples Republic of",0.989443252806331,0.842,0.92,0.34299999999999997,0.128,0.33039807643193897,0.5112600792310414,0.3986607454811749,0.015531082149999981,0.3405202953144127,0.0100998912828937,0.0964486328532604
PRT,Portugal,0.5637514787774341,0,0,0,0,0.04726592623767001,0.18154117712861195,0.00319852430658909,0.012280424118750053,0,0.387614729084984,0.04247280606359795
PRY,Paraguay,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.375410786123607,0.43099249089581304,0.06577476849085633,0.15395656578000852,0.159328502559786,0.9000000000000001,0.07314197775674067
PSE,"Palestinian Territory, Occupied",0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.39291094183064423,0.39392587333271,0.37083998191042816,0.0447559357,0.29600318647702284,0.96,0.00449826832448395
PYF,French Polynesia,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.3282392251508026,0.47287738193018164,0.02925098572218923,0.02889847605467288,0.3157810842196832,0.5401475069518068,0.08638372093023255
QAT,Qatar,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.03698009663979207,0.06134616317843688,0.00111397293913863,0.08023300169999999,0.30911120599987263,0.30911120599987263,0.00146340888702446
REU,Reunion,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.6217341241906738,0.7613476883185094,0.1665324996734929,0.29258463113342087,0.5758955114536323,0.6735560736652528,0.1492590482989908
ROU,Romania,0.5965458237565414,0,0,0,0,0.18098059746500297,0.275724301685363,0.00308176144960884,0.07548141479999998,0,0.058001290595876,0.23419195467447632
RUS,Russian Federation,0.9042061727968338,0,0,0,0,0.24182672079148604,0.39479752679203006,0.005861657642093,0,0.16577905652584027,0.30043461325992604,0.02791808048387292
RWA,Rwanda,0.9633826852570108,0.983,0.983,0.893,0.374,0.5046759114951928,0.66319327882907,0.26050146015518355,0.3921965027,0.8844531712628043,0,0.4476765175890564
SAU,Saudi Arabia,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.189024579802476,0.23596458250807695,0.03347570707701661,0,0.30084217327688967,0.362653053200089,0.00227479533166112
SDN,Sudan,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.5897470901787547,0.7532029770403895,0.09163626698893944,0.4603465815428626,0.5362657929053084,0.958744059839164,6.604019912032487e-5
SEN,Senegal,0.9633826852570108,0.716,0.717,0.43299999999999994,0.04000000000000003,0.5333298382969895,0.7971301551641929,0.09567108617010676,0.4280007935,0.5324998050476814,0.932601040599811,0
SGP,Singapore,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0,0,7.5459649718676e-4,0.02889847605467288,0.2701562158268677,0.7253846153846154,0
SLB,Solomon Islands,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.3964379413565504,0.5486719194457244,0.08542759473830636,0.11404243469999996,0.3504492515569017,0.7847628915671914,0.08638372093023255
SLE,Sierra Leone,0.9633826852570108,0.995,0.881,0.814,0.32900000000000007,0.908429972225934,0.872367874621925,0.248392494468812,0.34027938840000005,0.8743150108894703,0.9505862926393672,0
SLV,El Salvador,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.318899860212457,0.4666326272710501,0.08312257089887051,0,0.32051674173082856,0.758037737916897,0
SOM,Somalia,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.7222951396409575,0.8934456551743091,0.6000223202613499,0.29258463113342087,0.7064068834809831,0.8821236355689368,0
SRB,Serbia,0.5965458237565414,0,0,0,0,0.25292261543024697,0.756477104838596,0.03302326654663047,0,0,0.359977021751123,0.22057581019710013
STP,Sao Tome and Principe,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.4758046168498401,0.6326459588293717,0.10013569094019768,0.07143590995860905,0.8027691474550689,0,0
SUR,Suriname,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.3940929235389335,0.5461907695506583,0.05988795615097198,0.05426986690000007,0.1340671007082876,0.6567011287314439,0
SVK,Slovakia,0.5965458237565414,0,0,0,0,0.00445502793296004,0.17299361346645492,0.05167706784433482,0.02562049869999995,0,0,0.23235150269040733
SVN,Slovenia,0.5965458237565414,0,0,0,0,0.034490653764921,0.174673624592666,0.00712726528755445,0,0,0,0.22832702015429748
SWE,Sweden,0.5637514787774341,0,0,0,0,5.999750097299694e-4,0.06701659079868805,0.00864531507938222,0,0,0,0.04664595016743336
SWZ,Swaziland,0.9633826852570108,0.8461212121212122,0.833,0.6558235294117647,0.2560588235294118,0.6015000147826938,0.7656381779282944,0.13887302229445017,0.1777263030400036,0.6007616489259088,0.7139507320225831,0.661265166305844
SYR,Syrian Arab Republic,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.3333616113626302,0.4819339064678061,0.05502749724010953,0.18073462323334752,0.21496983348602405,0.46868706042861663,0.00708479975542035
TCD,Chad,0.9633826852570108,0.969,0.98,0.923,0.412,0.7041507481268195,0.8742479523836792,0.32362389263610364,0.5921490592999953,0.7464407817010805,0.9669081752736052,0.00793518199567012
TGO,Togo,0.9633826852570108,0.908,0.923,0.635,0.15599999999999992,0.6169626087625685,0.7819984004999093,0.18524629756072764,0.15728103640000002,0.6970890341498781,0.98,0
THA,Thailand,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.2349260988913724,0.37778405327520503,0.06451435500972372,0.02889847605467288,0.15475407907093983,0.625939349862513,0
TJK,Tajikistan,0.9042061727968338,0.16500000000000004,0.30599999999999994,0.02000000000000001,0.03700000000000003,0.525221671071346,0.6784945580258258,0.318422750411501,0.004418869,0.3882023402143824,0.683580692845756,0.05303617978822346
TKM,Turkmenistan,0.9042061727968338,0,0,0,0,0.08286902502551596,0.7416798935509317,0.02901579828614909,0.009753379820000005,0.2529367750931157,0.6751994801669521,0.04001084748997936
TLS,Timor Leste,0.8506213119131738,0.909,0.804,0.598,0.15700000000000003,0.5798689748216692,0.7427514211086781,0.2695270857539196,0,0.33961313461356724,0.730026558073654,0
TON,Tonga,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.33797772030102124,0.4868179879967649,1.4747815800474092e-4,0.02889847605467288,0.2763548042652735,0.5401475069518067,0.08638372093023255
TTO,Trinidad and Tobago,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.38690352286756624,0.5385840125412474,0.04448096135900895,0.04002817500363676,0.27944485990392864,0.27944485990392864,0
TUN,Tunisia,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.07861946637970507,0.23493129019327597,0.01650072005982648,0,0.13443392285758865,0.8499999999999999,0.0055545648513939
TUR,Turkey,0.5637514787774341,0,0.01400000000000001,0.0209999999999999,0.04400000000000004,0.27692220715496285,0.351112974902245,0.00159376265505707,0.02875083934999963,0,0.21726817921701197,0.04399978036563427
TZA,"Tanzania, United Republic of",0.9633826852570108,0.958,0.921,0.77,0.18500000000000005,0.5721569110281943,0.768203736979036,0.22099879593228883,0.4002592312849992,0.6280369350167807,0.466426627988925,0.03835337964573895
UGA,Uganda,0.9633826852570108,0.985,0.948,0.8089999999999999,0.231,0.9316727307656952,0.7155610814121889,0.3001051628688583,0.469469986,0.7394933748674217,0.439763618108009,0.01388656849242272
UKR,Ukraine,0.9042061727968338,0,0,0,0,0.08122730582744297,0.360894825757902,0.01938622338730721,0,0.1767976934461617,0.45853224551638005,0.03039824484022708
URY,Uruguay,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.19785491716245285,0.3385608294831761,0.00826812725193259,0,0.15787574236010196,0.5290665929658249,0.01852924654029641
USA,United States of America,0.33055141449576125,0,0,0,0,0.01009022102079304,0.10151670860979611,8.719673902826944e-5,0,0,0,0
UZB,Uzbekistan,0.9042061727968338,0,0,0,0,0.411411648203454,0.5954488204382586,0.02217927923378597,0.00220100400000006,0.26737753281912624,0.917709061361748,0.04744308585310743
VCT,Saint Vincent and the Grenadines,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.3638024842893749,0.5141419213069709,0.04241758138072669,0.01653747559999999,0.2625204017557191,0.84,0
VEN,Venezuela,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.37177634760756295,0.760309775467956,0.1067105636306939,0.04771873470000003,0.24718594322270696,0.2962857420367564,1.5574679829633703e-4
VIR,"Virgin Islands, U.S.",0.33055141449576125,0,0,0,0,0.02297912824248002,0.317322110077053,5.708472918306648e-5,0,0,0,0
VNM,Viet Nam,0.989443252806331,0.842,0.92,0.34299999999999997,0.128,0.3794703677787672,0.5307193507761928,0.06763464855226485,0,0.2939661151900466,0.894971550497063,0.35483402613884396
VUT,Vanuatu,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.564833032663507,0.604353400713993,0.06232954988091535,0.01832849234643617,0.3423298750333029,0.424093068931958,0
WSM,Samoa,0.8506213119131738,0.6752,0.7096,0.4489999999999999,0.2172000000000001,0.413113586675927,0.5128552735730321,0.01581972812732022,0,0.3487372206231161,0.7547628915671913,0.08638372093023255
YEM,Yemen,0.892581874791549,0.409,0.603,0.3320000000000001,0.19999999999999996,0.5773283082023455,0.7400632646824983,0.26054391163939533,0.2732501737966095,0.37375828619580687,0.492012698758397,0.00450470883328043
ZAF,South Africa,0.9633826852570108,0.18900000000000008,0.253,0.232,0.04299999999999993,0.5089060827553481,0.667669018373306,0.04133553576885467,0.29258463113342087,0.17155168535856616,0.478800610433029,0.652668719143868
ZMB,Zambia,0.9633826852570108,0.909,0.781,0.634,0.263,0.5853569241930363,0.7485579548179753,0.40364344751478454,0.17157358748372645,0.7613073878426424,0.89066682387691,0.6361370899862219
ZWE,Zimbabwe,0.9633826852570108,0.71,0.752,0.626,0.1309999999999999,0.5536017140617377,0.7149593033735524,0.42365830592615605,0.07703651440001522,0.5065982486171883,0.8216802737680229,0.6215892563274932
